instance,algorithm,run,base_seed,derived_seed,seed_scheme
att48.tsp,ACS,4,20251110,20302114,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,5,20251110,20302115,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,6,20251110,20302116,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,7,20251110,20302117,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,8,20251110,20302118,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,9,20251110,20302119,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,ACS,10,20251110,20302120,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,1,20251110,20303111,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,2,20251110,20303112,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,3,20251110,20303113,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,4,20251110,20303114,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,5,20251110,20303115,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,6,20251110,20303116,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,7,20251110,20303117,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,8,20251110,20303118,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,9,20251110,20303119,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MMAS,10,20251110,20303120,base+instance_index*10000+algorithm_index*1000+run_index
att48.tsp,MSA-ACO,1,20251110,20256110,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,2,20251110,20256111,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,3,20251110,20256112,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,4,20251110,20256113,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,5,20251110,20256114,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,6,20251110,20256115,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,7,20251110,20256116,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,8,20251110,20256117,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,9,20251110,20256118,base+instance_index*1000+run_index-1
att48.tsp,MSA-ACO,10,20251110,20256119,base+instance_index*1000+run_index-1
eil51.tsp,ACS,1,20251110,20312111,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,2,20251110,20312112,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,3,20251110,20312113,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,4,20251110,20312114,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,5,20251110,20312115,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,6,20251110,20312116,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,7,20251110,20312117,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,8,20251110,20312118,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,9,20251110,20312119,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,ACS,10,20251110,20312120,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,1,20251110,20313111,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,2,20251110,20313112,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,3,20251110,20313113,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,4,20251110,20313114,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,5,20251110,20313115,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,6,20251110,20313116,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,7,20251110,20313117,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,8,20251110,20313118,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,9,20251110,20313119,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MMAS,10,20251110,20313120,base+instance_index*10000+algorithm_index*1000+run_index
eil51.tsp,MSA-ACO,1,20251110,20257110,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,2,20251110,20257111,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,3,20251110,20257112,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,4,20251110,20257113,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,5,20251110,20257114,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,6,20251110,20257115,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,7,20251110,20257116,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,8,20251110,20257117,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,9,20251110,20257118,base+instance_index*1000+run_index-1
eil51.tsp,MSA-ACO,10,20251110,20257119,base+instance_index*1000+run_index-1
berlin52.tsp,ACS,1,20251110,20322111,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,2,20251110,20322112,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,3,20251110,20322113,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,4,20251110,20322114,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,5,20251110,20322115,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,6,20251110,20322116,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,7,20251110,20322117,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,8,20251110,20322118,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,9,20251110,20322119,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,ACS,10,20251110,20322120,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,1,20251110,20323111,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,2,20251110,20323112,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,3,20251110,20323113,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,4,20251110,20323114,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,5,20251110,20323115,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,6,20251110,20323116,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,7,20251110,20323117,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,8,20251110,20323118,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,9,20251110,20323119,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MMAS,10,20251110,20323120,base+instance_index*10000+algorithm_index*1000+run_index
berlin52.tsp,MSA-ACO,1,20251110,20258110,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,2,20251110,20258111,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,3,20251110,20258112,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,4,20251110,20258113,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,5,20251110,20258114,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,6,20251110,20258115,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,7,20251110,20258116,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,8,20251110,20258117,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,9,20251110,20258118,base+instance_index*1000+run_index-1
berlin52.tsp,MSA-ACO,10,20251110,20258119,base+instance_index*1000+run_index-1
st70.tsp,ACS,1,20251110,20332111,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,2,20251110,20332112,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,3,20251110,20332113,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,4,20251110,20332114,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,5,20251110,20332115,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,6,20251110,20332116,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,7,20251110,20332117,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,8,20251110,20332118,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,9,20251110,20332119,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,ACS,10,20251110,20332120,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,1,20251110,20333111,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,2,20251110,20333112,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,3,20251110,20333113,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,4,20251110,20333114,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,5,20251110,20333115,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,6,20251110,20333116,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,7,20251110,20333117,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,8,20251110,20333118,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,9,20251110,20333119,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MMAS,10,20251110,20333120,base+instance_index*10000+algorithm_index*1000+run_index
st70.tsp,MSA-ACO,1,20251110,20259110,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,2,20251110,20259111,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,3,20251110,20259112,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,4,20251110,20259113,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,5,20251110,20259114,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,6,20251110,20259115,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,7,20251110,20259116,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,8,20251110,20259117,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,9,20251110,20259118,base+instance_index*1000+run_index-1
st70.tsp,MSA-ACO,10,20251110,20259119,base+instance_index*1000+run_index-1
eil76.tsp,ACS,1,20251110,20342111,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,2,20251110,20342112,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,3,20251110,20342113,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,4,20251110,20342114,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,5,20251110,20342115,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,6,20251110,20342116,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,7,20251110,20342117,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,8,20251110,20342118,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,9,20251110,20342119,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,ACS,10,20251110,20342120,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,1,20251110,20343111,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,2,20251110,20343112,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,3,20251110,20343113,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,4,20251110,20343114,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,5,20251110,20343115,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,6,20251110,20343116,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,7,20251110,20343117,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,8,20251110,20343118,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,9,20251110,20343119,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MMAS,10,20251110,20343120,base+instance_index*10000+algorithm_index*1000+run_index
eil76.tsp,MSA-ACO,1,20251110,20260110,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,2,20251110,20260111,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,3,20251110,20260112,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,4,20251110,20260113,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,5,20251110,20260114,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,6,20251110,20260115,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,7,20251110,20260116,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,8,20251110,20260117,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,9,20251110,20260118,base+instance_index*1000+run_index-1
eil76.tsp,MSA-ACO,10,20251110,20260119,base+instance_index*1000+run_index-1
rat99.tsp,ACS,1,20251110,20352111,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,2,20251110,20352112,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,3,20251110,20352113,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,4,20251110,20352114,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,5,20251110,20352115,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,6,20251110,20352116,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,7,20251110,20352117,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,8,20251110,20352118,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,9,20251110,20352119,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,ACS,10,20251110,20352120,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,1,20251110,20353111,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,2,20251110,20353112,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,3,20251110,20353113,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,4,20251110,20353114,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,5,20251110,20353115,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,6,20251110,20353116,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,7,20251110,20353117,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,8,20251110,20353118,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,9,20251110,20353119,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MMAS,10,20251110,20353120,base+instance_index*10000+algorithm_index*1000+run_index
rat99.tsp,MSA-ACO,1,20251110,20261110,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,2,20251110,20261111,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,3,20251110,20261112,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,4,20251110,20261113,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,5,20251110,20261114,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,6,20251110,20261115,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,7,20251110,20261116,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,8,20251110,20261117,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,9,20251110,20261118,base+instance_index*1000+run_index-1
rat99.tsp,MSA-ACO,10,20251110,20261119,base+instance_index*1000+run_index-1
kroA100.tsp,ACS,1,20251110,20362111,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,2,20251110,20362112,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,3,20251110,20362113,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,4,20251110,20362114,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,5,20251110,20362115,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,6,20251110,20362116,base+instance_index*10000+algorithm_index*1000+run_index
kroA100.tsp,ACS,7,20251110,20362117,base+instance_index*10000+algorithm_index*1000+run_index
